"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"1387639","08/07/2015 03:02:14 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7552391056476,-73.9850785637601,2015,8
"1387725","08/07/2015 01:28:08 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7475798592231,-73.976642372226,2015,8
"1387761","08/07/2015 12:57:58 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7477166415446,-74.0042586614721,2015,8
"1388103","08/06/2015 11:14:50 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7929327616985,-73.9479006949123,2015,8
"1388483","08/06/2015 09:22:28 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7137622374185,-73.9792910838578,2015,8
"1388700","08/06/2015 08:18:26 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10012","MANHATTAN",40.7221136489044,-73.9984306728291,2015,8
"1388797","08/06/2015 07:50:43 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7949723674338,-73.9725482508091,2015,8
"1388885","08/06/2015 07:29:22 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7391530940071,-74.0011258742408,2015,8
"1388912","08/06/2015 07:23:43 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10065","MANHATTAN",40.7634806344649,-73.967272742456,2015,8
"1388914","08/06/2015 07:23:35 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7525205375957,-73.9773047502169,2015,8
"1388966","08/06/2015 07:08:01 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.759104404768,-73.992141787218,2015,8
"1389237","08/06/2015 05:57:23 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7491968805474,-73.978514936187,2015,8
"1389334","08/06/2015 05:40:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7603688615981,-73.9838067928742,2015,8
"1389613","08/06/2015 04:49:14 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7582866836933,-73.9964300978303,2015,8
"1389712","08/06/2015 04:32:28 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7510818603191,-73.9752191125866,2015,8
"1389967","08/06/2015 03:44:19 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7491078856338,-73.9901399100522,2015,8
"1390191","08/06/2015 03:12:05 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7181804092149,-74.0015656271229,2015,8
"1390422","08/06/2015 02:41:06 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7581845631358,-73.9880449970756,2015,8
"1390911","08/06/2015 01:27:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7253987012132,-73.9900099283897,2015,8
"1391024","08/06/2015 01:06:59 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7155890012702,-74.0091661379102,2015,8
"1391205","08/06/2015 12:42:40 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7310638666458,-73.9898827944093,2015,8
"1391269","08/06/2015 12:32:45 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7897337036512,-73.9660933831632,2015,8
"1391789","08/06/2015 11:27:35 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7552830299739,-73.9851435239334,2015,8
"1392092","08/06/2015 10:50:28 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.748385896219,-73.9888190967698,2015,8
"1392396","08/06/2015 10:14:18 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10012","MANHATTAN",40.7281273995123,-74.0023091035102,2015,8
"1392548","08/06/2015 09:56:36 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7583109689004,-73.9629365319252,2015,8
"1393244","08/06/2015 07:56:15 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7461597071321,-73.9869392070015,2015,8
"1393331","08/06/2015 07:27:33 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7524240632401,-73.9753196734127,2015,8
"1393419","08/06/2015 06:52:46 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7486888774019,-73.9773421464453,2015,8
"1393524","08/06/2015 05:29:53 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7694689211622,-73.9499371606411,2015,8
"1393950","08/05/2015 11:59:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7411018325347,-74.0030565492764,2015,8
"1394253","08/05/2015 10:16:41 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10018","MANHATTAN",40.7538805534783,-73.9858476637052,2015,8
"1394278","08/05/2015 10:09:14 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1394431","08/05/2015 09:31:52 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7736259295828,-73.983590553296,2015,8
"1395012","08/05/2015 06:59:45 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","","MANHATTAN",NA,NA,2015,8
"1395761","08/05/2015 04:39:17 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7524240632401,-73.9753196734127,2015,8
"1396401","08/05/2015 03:16:08 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7897337036512,-73.9660933831632,2015,8
"1396472","08/05/2015 03:03:39 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7692723788053,-73.9810211612066,2015,8
"1396538","08/05/2015 02:55:08 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7377038469123,-73.9976761306396,2015,8
"1397173","08/05/2015 01:36:37 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7312889801246,-73.9903915087378,2015,8
"1397354","08/05/2015 01:12:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7422215358783,-73.9932877482837,2015,8
"1397507","08/05/2015 12:49:58 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7897337036512,-73.9660933831632,2015,8
"1398382","08/05/2015 11:11:41 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.8050573660921,-73.9390342252959,2015,8
"1398824","08/05/2015 10:22:48 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10002","MANHATTAN",40.7211162035589,-73.9840219630934,2015,8
"1399029","08/05/2015 09:58:29 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7199123537238,-74.0014682645114,2015,8
"1399115","08/05/2015 09:46:11 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7297762653299,-73.9868089197612,2015,8
"1399316","08/05/2015 09:23:07 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10001","MANHATTAN",40.7493578446491,-73.9926409960395,2015,8
"1399320","08/05/2015 09:22:27 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.8043796760629,-73.939522480625,2015,8
"1399552","08/05/2015 08:44:40 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7388314358899,-73.9889758679176,2015,8
"1399607","08/05/2015 08:31:49 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7313879433596,-73.9924300996654,2015,8
"1399903","08/05/2015 07:28:06 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7344070586164,-73.9908529233381,2015,8
"1400037","08/05/2015 06:37:30 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7433901619232,-73.9861458137559,2015,8
"1400048","08/05/2015 06:29:19 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7496540323642,-73.9894829657137,2015,8
"1400285","08/05/2015 01:14:52 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7959720479011,-73.9498630549251,2015,8
"1400690","08/04/2015 11:33:57 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10128","MANHATTAN",40.7847628100318,-73.9504312073734,2015,8
"1400759","08/04/2015 11:13:19 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.741870371233,-73.9972790262825,2015,8
"1400938","08/04/2015 10:19:50 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7248628506206,-73.9844034913495,2015,8
"1400990","08/04/2015 10:04:01 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7418927664188,-73.9767851060866,2015,8
"1401057","08/04/2015 09:49:02 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7897337036512,-73.9660933831632,2015,8
"1401303","08/04/2015 08:40:35 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7427684418725,-73.9772864196076,2015,8
"1401378","08/04/2015 08:21:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10021","MANHATTAN",40.7703888255595,-73.9661573862697,2015,8
"1401606","08/04/2015 07:18:41 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10011","MANHATTAN",40.73745947737,-73.9949661710098,2015,8
"1401684","08/04/2015 07:01:37 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7458376504211,-73.9804359721186,2015,8
"1401727","08/04/2015 06:55:26 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7814370778814,-73.9811585175653,2015,8
"1401743","08/04/2015 06:52:38 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7490200101553,-73.9728053877049,2015,8
"1401757","08/04/2015 06:48:31 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10010","MANHATTAN",40.7441098375443,-73.991937851963,2015,8
"1402419","08/04/2015 04:45:01 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7339788841558,-73.9909431893929,2015,8
"1402709","08/04/2015 03:59:54 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7456443050192,-73.9945324818308,2015,8
"1402831","08/04/2015 03:40:42 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7949723674338,-73.9725482508091,2015,8
"1403638","08/04/2015 02:02:20 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7310034679783,-73.9897240458603,2015,8
"1404549","08/04/2015 12:03:45 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7344070574691,-73.9908384900812,2015,8
"1405194","08/04/2015 10:51:49 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10031","MANHATTAN",40.8201975920137,-73.9512899897312,2015,8
"1405279","08/04/2015 10:42:52 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10001","MANHATTAN",40.7493578446491,-73.9926409960395,2015,8
"1405992","08/04/2015 09:00:36 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10007","MANHATTAN",40.7109668358882,-74.0089995782155,2015,8
"1406103","08/04/2015 08:45:23 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7452996923971,-73.9805119170842,2015,8
"1406105","08/04/2015 08:45:19 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7547764011568,-73.975744713155,2015,8
"1406113","08/04/2015 08:44:56 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7547764011568,-73.975744713155,2015,8
"1406188","08/04/2015 08:29:44 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7773281296524,-73.9806830756936,2015,8
"1406242","08/04/2015 08:21:41 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7710239963222,-73.9536473787798,2015,8
"1406258","08/04/2015 08:18:15 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7433258305397,-73.9783472160198,2015,8
"1406465","08/04/2015 07:08:01 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7297762653299,-73.9868089197612,2015,8
"1406504","08/04/2015 06:55:24 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8011133476928,-73.9577729226459,2015,8
"1406513","08/04/2015 06:50:13 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7742919962005,-73.9512621899307,2015,8
"1406859","08/04/2015 01:47:30 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.779497764798,-73.9555840679452,2015,8
"1407318","08/03/2015 10:51:55 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",NA,NA,2015,8
"1407363","08/03/2015 10:35:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7391530940071,-74.0011258742408,2015,8
"1407595","08/03/2015 09:27:30 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7694459189955,-73.9852703321642,2015,8
"1407633","08/03/2015 09:18:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7694459189955,-73.9852703321642,2015,8
"1407788","08/03/2015 08:33:36 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10065","MANHATTAN",40.768145673656,-73.9638552552299,2015,8
"1407866","08/03/2015 08:15:05 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10018","MANHATTAN",40.7536062247148,-73.9870893398587,2015,8
"1407916","08/03/2015 08:08:07 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10031","MANHATTAN",40.8208286807292,-73.9508270636806,2015,8
"1408037","08/03/2015 07:41:35 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10075","MANHATTAN",40.7712435070373,-73.9534775413937,2015,8
